time,gx,gy,gz,ax,ay,az,label
1700454723.0,0.03648528,-0.11611374,0.14181322,0.51235914,9.533113,2.8078,1.0
1700454723.0,0.0972053,0.3147854,0.20146799,0.59735334,9.96766,4.5914803,1.0
1700454723.0,0.234358,-0.3315633,-0.086419515,1.2491747,11.893197,6.1303535,1.0
1700454487.0,0.72424614,-0.012250531,-0.50440234,2.243367,10.22384,4.675277,1.0
1700454723.0,-0.4620581,-0.11025479,-0.23489064,0.8230068,5.8663926,2.3002293,1.0
1700454723.0,-0.22024326,-0.012916322,-0.16072164,1.3796587,7.379528,5.6365495,1.0
1700454907.0,-0.1691106,-0.787363,-0.36471963,1.2653356,8.499416,5.561132,1.0
1700455017.0,-0.3841607,-0.0117179,0.49135286,-0.48482585,11.107899,7.6710224,1.0
1700454907.0,0.7464835,-0.2704438,0.03728423,1.2773066,8.291719,4.010288,1.0
1700454487.0,0.014514217,0.13182637,0.48216495,0.78529817,7.6614456,3.4913447,1.0
1700455017.0,-0.3398191,-0.71212876,-0.22197431,0.2789245,6.9102645,1.9925743,1.0
1700454723.0,-0.18176061,-0.28549066,-0.26019064,0.6739678,6.612785,3.6768951,1.0
1700454487.0,-0.51225865,-0.27430537,0.36112437,0.094570965,9.123704,11.32218,1.0
1700454487.0,0.77897406,0.06844319,-0.47084653,2.2134395,9.460688,5.7083755,1.0
1700455017.0,-0.064048976,-0.48629284,-0.29574382,0.41299978,6.1530986,1.769315,1.0
1700454723.0,-0.47071338,0.32264173,-0.028495802,-1.002572,7.644686,3.7547069,1.0
1700454487.0,0.44794336,-0.049268443,-0.3873565,2.5839422,11.6442,3.696049,1.0
1700454487.0,0.18868482,0.41598547,0.31105697,0.01616086,6.985682,3.127426,1.0
1700454907.0,-0.42397493,-0.62477714,-0.6077329,0.14784196,5.9681463,1.3772645,1.0
1700454723.0,0.1874864,-0.08788425,0.15712638,0.11552023,8.981848,2.6252422,1.0
1700454487.0,-0.78469986,0.78536564,0.257128,1.7345991,12.320562,4.11683,1.0
1700455017.0,0.16524902,0.30892646,0.0972053,1.002572,9.866506,2.421735,1.0
1700453941.0,0.099735305,0.5404881,-0.08375636,-1.2198458,6.4948707,6.827665,0.0
1700454759.0,0.07922898,0.44221756,0.32956594,0.51834464,7.993641,2.4732103,0.0
1700454713.0,-0.24434485,-0.16231954,-0.21584904,1.8046296,7.153276,6.1626754,0.0
1700453847.0,0.06191845,0.20120168,-0.04101265,-0.7104794,6.1243677,7.2963295,0.0
1700455058.0,0.015845796,0.0042610546,-0.38748965,2.3409307,9.337387,5.3205147,0.0
1700454999.0,0.3572628,-0.73183614,-0.044874232,2.6994624,11.878233,5.804742,0.0
1700454225.0,0.020772642,0.50653285,0.14261217,0.16639702,6.4218473,1.501763,0.0
1700454301.0,-0.32117698,-0.28083012,0.25166854,3.3674448,6.6828156,3.0059202,0.0
1700455149.0,-0.2683133,1.1615368,-0.40613177,-2.4911668,9.451111,5.3755813,0.0
1700454633.0,-0.5259739,-0.21318589,0.37097806,-0.2621651,9.379285,6.817489,0.0
1700454317.0,0.075101085,0.0912132,-0.34727594,2.9412768,6.9000893,6.1848216,0.0
1700455025.0,0.16005586,-0.22956431,-0.53769183,0.5566519,6.754043,1.3856442,0.0
1700454451.0,0.14940323,0.2625875,-0.3331612,2.7090392,9.130887,3.6445735,0.0
1700455168.0,-0.16831166,-0.6886929,-0.15459639,2.1619642,9.112331,7.173627,0.0
1700454994.0,0.30692908,0.38948703,0.16058849,-0.8487445,10.1861315,2.2080526,0.0
1700454466.0,-0.43436125,0.22730063,-0.08748478,-2.496554,7.2664022,3.6643257,0.0
1700454335.0,0.7621961,0.088283725,-1.0231857,2.8006175,11.108498,5.133168,0.0
1700454759.0,0.4845618,0.5451487,-0.5511408,0.82001406,9.103952,4.8398786,0.0
1700454527.0,0.6584661,0.17789903,-0.39348176,0.46028528,7.97748,3.0550013,0.0
1700454203.0,-0.30772802,0.3097254,0.43635863,0.427365,8.480263,1.1402385,0.0
1700453956.0,0.26152223,-0.26897907,-0.22503695,2.4169466,9.375095,7.2807674,0.0
1700454272.0,0.100001626,-0.1548627,0.039015282,1.168969,12.552799,5.6898203,0.0
1700453864.0,-0.23222747,-0.4287686,-0.5716471,0.29209262,6.325481,6.043564,0.0
1700455142.0,-0.049002126,-0.52104706,-0.43955442,4.614824,9.042301,6.795343,0.0
1700454884.0,0.062983714,0.37417385,-0.49268442,1.8351556,7.4932528,5.3833623,0.0
1700454810.0,-0.49920917,0.5270392,0.13062796,0.76195467,7.1107793,5.927445,0.0
1700455131.0,0.036751594,-0.6572677,0.2460759,3.103484,12.391789,3.2549171,0.0
1700453870.0,-0.01824264,0.31997856,0.3154512,0.31244332,4.3903675,3.8474822,0.0
1700454655.0,0.29161593,0.20546272,-0.07044056,-0.29149407,6.003461,3.3542767,0.0
1700455186.0,-0.092012145,-0.19148114,0.3207775,2.2068555,10.704475,7.141305,0.0
1700455027.0,0.8472841,-0.13715269,0.3632549,-1.1821371,10.90918,4.6830587,0.0
1700454915.0,0.3205112,-0.4547344,-0.3834949,0.26276365,7.482479,2.0895395,0.0
1700454679.0,-0.24887222,-0.47936863,0.48283073,-1.0684125,8.448539,8.049905,0.0
1700453959.0,0.2067943,-0.14247902,-0.25513065,0.65660983,7.869741,3.615843,0.0
1700454452.0,-0.07736477,-0.74062455,-0.5215797,1.2844892,6.5337763,3.4901476,0.0
1700454716.0,0.48030075,0.0067910557,0.015845796,0.272939,8.238448,5.4049106,0.0
1700455115.0,-0.66778713,0.26272064,0.5583313,-0.789488,10.971429,6.105214,0.0
1700454040.0,0.06764424,-0.21425115,-0.59814554,1.5053543,5.479729,2.12246,0.0
1700454034.0,-0.20186746,-0.0043942127,0.45406863,0.19273324,9.046491,2.938284,0.0
1700454369.0,0.1681785,0.30826068,0.36245596,-0.5758055,7.8332295,1.4640543,0.0
1700454827.0,0.19587535,0.07563372,0.13915007,1.4927847,8.037933,4.174889,0.0
1700454103.0,-0.07190529,-0.33782172,-0.039414756,2.1751323,10.967838,3.2112231,0.0
1700454516.0,-0.19694062,0.316117,0.10825742,-0.10175357,8.705916,4.4155064,0.0
1700454307.0,-0.12516847,-0.37670386,-0.089748465,1.5131354,6.5241995,3.5631707,0.0
1700454392.0,-0.53130025,-0.11171953,0.07297056,2.9879637,8.007407,3.7642837,0.0
1700453911.0,0.2631201,-0.12290479,-0.35326806,0.31064767,6.993463,3.1872811,0.0
1700455095.0,-0.08482162,0.61518973,0.6028061,-0.45370123,11.7387705,5.6245785,0.0
1700454889.0,0.0585895,0.52650654,0.3496728,0.92535895,5.494693,3.6110547,0.0
1700453884.0,0.060453713,-0.100800574,0.21451746,-1.5598224,8.729858,7.69257,0.0
1700453861.0,0.13262533,-0.4183823,-0.47337654,2.3331497,6.9623384,9.779117,0.0
1700455121.0,-0.22410484,-0.49042076,-0.029561065,2.1841104,8.0445175,3.7116113,0.0
1700454352.0,-0.0018642114,0.58363134,0.38602492,-2.0644004,12.153566,3.8193502,0.0
1700454147.0,0.028895276,-0.45606598,-0.2083922,2.9526494,10.433931,2.3038206,0.0
1700453868.0,-0.4418181,-0.04807002,0.3518033,0.5255273,6.95336,7.5201874,0.0
1700454377.0,0.061385818,-1.0796447,0.2637859,2.7647045,11.512519,4.5058875,0.0
1700454976.0,0.5396892,-0.24088274,-0.28362644,0.84575176,12.688072,3.4596214,0.0
1700454464.0,-0.18042903,0.5069323,0.6518082,0.58777654,5.9681463,2.1296425,0.0
1700454034.0,0.43369547,-0.2862896,-0.49947548,-0.049679685,7.249643,3.1531637,0.0
1700454008.0,0.13928322,-0.055660024,-0.1960085,0.023942016,7.36217,1.6316484,0.0
1700454843.0,0.25925854,-0.4376902,-0.91825724,0.7098808,5.4462104,3.5757403,0.0
1700454137.0,0.30107012,0.24714117,-0.19267955,0.62249243,6.363788,2.337938,0.0
1700454825.0,-0.5036034,0.7422224,0.64235395,-0.46627077,8.279149,0.94930094,0.0
1700454926.0,-0.2559296,-0.09587373,0.15965639,-0.48482585,11.824364,5.140351,0.0
1700455038.0,-0.30107012,0.35140383,0.33915332,0.6973112,10.890625,5.5737014,0.0
1700454318.0,0.23489064,-0.129829,0.024501063,1.9967642,9.0237465,3.0388405,0.0
1700454273.0,0.32610384,-0.3055975,-0.42264336,1.6543933,8.4108305,7.153276,0.0
1700454247.0,0.12823111,0.39254966,-0.21997695,-0.62608373,6.8240733,2.3373394,0.0
1700454256.0,0.12197269,1.4807165,0.5459476,-0.11611878,7.0066314,3.6631286,0.0
1700455126.0,-0.3055975,0.5197155,0.2954775,-0.7721301,8.732851,3.9869444,0.0
1700454635.0,0.27457172,-0.64967763,0.041545283,2.665345,11.84651,6.000468,0.0
1700454119.0,-0.45207125,-0.1792306,-0.15273218,1.1378443,6.6864066,1.6047137,0.0
1700454015.0,0.09640636,0.37044543,0.02210422,-0.2885013,9.923966,3.7720647,0.0
1700455116.0,0.42131177,0.0234358,0.091612674,0.05327099,9.26197,2.4971523,0.0
1700454270.0,-0.19361167,-0.09667268,-0.5587308,0.4830302,5.0637364,2.5516205,0.0
1700454856.0,-0.16884428,1.1930953,0.012916322,-0.45848963,10.742783,6.5505357,0.0
1700454894.0,-1.3398353,0.7356977,1.0692583,-1.0672154,8.961497,4.6034513,0.0
1700454305.0,-0.028895276,0.39614493,0.0845553,0.53689975,8.838794,3.5954924,0.0
1700454913.0,0.43276337,0.15592797,0.01571264,0.7799112,8.334216,2.9311013,0.0
1700453882.0,-0.20240009,0.05219792,0.5087966,-0.5374983,7.005434,4.3622355,0.0
1700454542.0,0.31278804,-0.095607415,-0.49960864,2.3229742,10.261548,7.176021,0.0
1700454355.0,0.04700476,1.4615418,0.13129374,-1.6184803,7.9786773,3.3997664,0.0
1700454140.0,-0.48842338,-0.08322372,-0.14753902,1.4215573,6.0860605,0.83378077,0.0
1700454952.0,0.18628798,-0.244478,0.06604634,1.2425907,9.547478,3.8055837,0.0
1700454154.0,-0.3639207,0.2904175,0.3087933,0.040102877,8.561666,1.7100586,0.0
1700454077.0,-0.033422645,0.8396941,0.4418181,-0.45370123,9.20391,1.666963,0.0
1700455123.0,0.14367743,0.4969455,-0.16058849,0.70509243,5.93343,1.1905168,0.0
1700454367.0,-0.19214693,-0.29507804,-0.21025641,-0.97623575,6.952163,2.9418752,0.0
1700454370.0,-0.18668745,0.3154512,0.3901528,-0.43155485,6.155493,1.5352819,0.0
1700454847.0,0.42264336,0.9105341,-0.5387571,2.8048072,7.666234,5.5551467,0.0
1700454504.0,-0.6045371,0.100800574,-0.034754228,0.46507367,6.933608,3.9845502,0.0
1700454292.0,0.10759163,-0.06538056,-0.04234423,2.019509,7.9086466,5.204396,0.0
1700453993.0,0.04886897,0.25672853,-0.6697845,3.3824084,8.992621,4.359243,0.0
1700454725.0,-0.41798282,0.5339634,0.6869619,0.736217,9.720459,9.270349,0.0
1700454830.0,0.5447492,-0.14527532,0.05779055,2.7210102,11.461642,4.0438066,0.0
1700453985.0,-0.04620581,-0.3005375,0.09693899,1.2719196,11.341333,5.2780175,0.0
1700454885.0,-0.11664637,-0.27803382,0.012916322,2.0027497,6.2141504,5.504868,0.0
1700454466.0,-0.32916647,-0.39574546,-0.2109222,2.2732944,8.471284,3.235165,0.0
1700454177.0,-0.30799434,-0.69614977,-0.21385168,0.5446809,7.3286514,3.3901896,0.0
1700454180.0,0.29880646,0.27590328,-0.19294588,0.8858546,9.270349,1.3132197,0.0
1700454613.0,0.2929475,-0.49867654,-0.08695214,3.6272156,11.373056,6.9318123,0.0
1700454733.0,0.33835435,0.7759114,0.13182637,-0.62847793,8.985439,1.4975731,0.0
1700454814.0,-0.04953476,-0.04474107,-0.14088112,0.80804306,8.452729,1.5298948,0.0
1700454412.0,-0.12010848,-0.15765902,0.24261379,0.7032967,11.543644,6.353014,0.0
1700453979.0,-0.02609896,0.059654765,0.13888375,0.14903906,9.667787,6.3697734,0.0
1700453938.0,-0.37896755,-0.3071954,-0.15779218,-0.076614454,6.269217,5.3223104,0.0
1700453819.0,-0.1155811,0.50560075,0.08189214,1.0905589,4.3568487,10.125079,0.0
1700455186.0,-0.41478702,-0.17097482,-0.27656907,2.03148,5.8083334,3.2615013,0.0
1700454502.0,0.14847112,0.13342427,0.5305013,1.7764976,8.980651,3.7499185,0.0
1700454281.0,-0.2651175,0.11331742,0.4554002,-0.17836803,9.8677025,5.7299232,0.0
1700453824.0,0.37031227,-0.18229324,-0.44834283,2.6102784,3.9217024,10.90918,0.0
1700453873.0,0.07669898,0.038748965,0.27896592,-1.46585,7.417835,8.981848,0.0
1700454282.0,0.33249542,-0.57217973,-0.9150615,0.13227965,7.679402,8.050503,0.0
1700454344.0,0.59747976,0.031824753,-0.12117374,0.6290765,9.304466,2.7515364,0.0
1700455121.0,0.00079894776,-0.33622384,-0.13342427,0.0047884034,8.310274,1.3910311,0.0
1700454098.0,-0.012916322,-0.60573554,0.23821959,0.48602295,12.519879,5.109226,0.0
1700454104.0,-0.1263669,0.2584596,0.30320066,-0.8882488,12.518084,1.7812861,0.0
1700453910.0,-0.6166545,0.77604455,0.51132655,-1.4796166,7.20954,5.48751,0.0
1700455124.0,0.4700476,0.010785795,0.3572628,1.0163386,10.551247,5.9837084,0.0
1700454822.0,-0.43902177,-0.6712493,0.06418213,1.8764555,8.841787,3.9612067,0.0
1700454328.0,-0.27350643,0.3423491,1.1004174,0.60333884,10.634445,5.771223,0.0
1700454716.0,0.4199802,-0.02609896,-0.054062128,0.7254431,9.586384,5.407305,0.0
1700455099.0,-0.2568617,0.26578328,-0.63929135,0.046088383,7.457938,1.7477672,0.0
1700454128.0,0.16458324,-0.43063283,0.1364869,0.6967127,12.130821,4.212598,0.0
1700455054.0,-0.3784349,-0.20639484,0.4822981,0.58777654,9.128492,5.897517,0.0
1700454927.0,0.34381384,-0.32503858,-0.00585895,1.4802152,12.211027,5.6724625,0.0
1700453945.0,0.38802227,-0.4842955,-0.035153702,0.016759412,11.210251,8.635287,0.0
1700455049.0,-0.40466702,-0.031158961,0.26152223,3.4009635,10.99178,2.8712463,0.0
1700454135.0,-0.61052924,-0.1925464,-0.04420844,0.8702923,8.101978,3.0364463,0.0
1700455006.0,-0.06657898,0.04833634,0.17856482,2.6342204,11.611878,5.0284224,0.0
1700454808.0,-0.2587259,0.041278966,0.098936364,0.4441244,5.6030307,2.9813797,0.0
1700454565.0,-0.43595913,-0.06005424,0.41665125,3.3806129,11.597513,5.4623713,0.0
1700455154.0,0.19614168,0.05792371,-0.07603319,2.44029,11.537658,6.247071,0.0
1700454386.0,0.3952128,0.17297219,0.069907926,2.2409728,11.886613,4.6519337,0.0
1700454547.0,-1.3634043,-1.4933665,0.0074568456,-2.2164323,7.641693,2.8712463,0.0
1700455090.0,0.0015978955,-0.30200225,-0.10839058,2.5145104,11.5951185,3.5272577,0.0
1700454991.0,0.2010685,-0.13848427,-0.6476803,0.76434886,6.2345014,1.8106151,0.0
1700453979.0,0.12942953,0.20319904,0.26471803,-0.21906945,7.5830355,3.208829,0.0
1700454611.0,0.24794011,-0.3331612,0.18841851,1.1875241,10.933721,4.7961845,0.0
1700454783.0,0.60480344,-0.4937497,-0.37284228,2.6916811,11.5155115,5.218761,0.0
1700454658.0,0.16231954,-0.7921567,-0.10759163,-0.31364042,7.5602903,3.6122518,0.0
1700455130.0,-0.030093698,-0.519316,-0.35020542,2.8341362,8.276156,4.573524,0.0
1700454712.0,0.16591482,0.031158961,0.1254348,-0.17058687,10.927735,5.579687,0.0
1700454251.0,0.20972379,0.8163914,0.39041913,-0.38965634,5.2600613,3.1705215,0.0
1700454492.0,-0.114782155,0.047803707,-0.28575698,2.5366566,7.5028296,4.772841,0.0
1700454552.0,0.31265488,-0.81559247,-0.40466702,1.2910733,7.961918,2.8119898,0.0
1700454504.0,0.30679592,-0.11704584,0.32477224,2.3882163,10.592546,4.995502,0.0
1700454643.0,0.09867004,0.21105535,0.40586546,2.1511903,8.827422,6.9904704,0.0
1700454778.0,0.6267745,0.6150566,0.14207953,0.089782566,6.892308,2.3523033,0.0
1700453985.0,0.1079911,0.058855817,-0.10759163,0.5542577,9.425972,3.891775,0.0
1700453970.0,-0.16258587,0.17590165,0.5318329,0.6356605,9.089587,4.0803185,0.0
1700454176.0,0.071106344,0.05805687,-0.15765902,0.4345476,8.478467,1.0875661,0.0
1700453910.0,0.40426755,-0.15339796,0.07816372,0.30107087,10.305243,5.7023897,0.0
1700454300.0,-0.2860233,0.7205177,0.7145256,2.942474,10.434529,6.199187,0.0
1700454393.0,-0.003195791,-0.093077414,0.18282588,3.7134068,12.861651,3.3566709,0.0
