Time_Stamp,Latitude,Longitude,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Index,Distance
1700453829808.0,39.9517704,116.3370313,-0.45609543,7.1383123,9.706693,-0.53462917,0.05792371,0.4135886,847,12.69092218012548
1700453829829.0,39.9517704,116.3370313,-1.0642227,5.8262897,10.563816,-0.85740405,0.3655186,0.5564671,848,12.708527663448525
1700453829953.9998,39.951761,116.3370345,-1.6316484,5.037999,6.6624646,-0.32756856,0.6644582,0.07776424,854,12.7858471012389
1700453829953.9998,39.9517521,116.3370359,-1.6316484,5.037999,6.6624646,-0.32756856,0.6644582,0.07776424,854,12.7858471012389
1700453829953.9998,39.9517365,116.337029,-1.6316484,5.037999,6.6624646,-0.32756856,0.6644582,0.07776424,854,12.7858471012389
1700453829967.0,39.951761,116.3370345,-1.7196354,4.035427,8.432379,-0.6562024,0.38935387,0.17949693,855,12.793919010398922
1700453829967.0,39.9517521,116.3370359,-1.7196354,4.035427,8.432379,-0.6562024,0.38935387,0.17949693,855,12.793919010398922
1700453829967.0,39.9517365,116.337029,-1.7196354,4.035427,8.432379,-0.6562024,0.38935387,0.17949693,855,12.793919010398922
1700453829967.0,39.9517195,116.3370206,-1.7196354,4.035427,8.432379,-0.6562024,0.38935387,0.17949693,855,12.793919010398922
1700453829967.0,39.9517051,116.3370176,-1.7196354,4.035427,8.432379,-0.6562024,0.38935387,0.17949693,855,12.793919010398922
1700453829989.0,39.951761,116.3370345,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453829989.0,39.9517521,116.3370359,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453829989.0,39.9517365,116.337029,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453829989.0,39.9517195,116.3370206,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453829989.0,39.9517051,116.3370176,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453829989.0,39.9516907,116.3370174,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453829989.0,39.95168,116.3370212,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453829989.0,39.9516698,116.337026,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453829989.0,39.9516576,116.3370272,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453829989.0,39.951644,116.3370232,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453829989.0,39.95163,116.3370222,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453829989.0,39.9516164,116.3370262,-1.271321,3.7469256,8.20433,-0.6360955,-0.105594255,0.13329111,856,12.806240661813892
1700453830007.0,39.951761,116.3370345,-0.7846996,3.78643,6.909666,-0.4006723,-0.33369383,0.098137416,857,12.81609310008339
1700453830007.0,39.9517521,116.3370359,-0.7846996,3.78643,6.909666,-0.4006723,-0.33369383,0.098137416,857,12.81609310008339
