ImageName,Acceleration_X,Acceleration_Y,Acceleration_Z,Longitude,Latitude,Gyroscope_Y,Gyroscope_X,Gyroscope_Z
1683516154054305609.png,-0.424061,9.778275,0.88211006,116.55063681341753,39.89884166612917,-0.00286234 ,-0.054209925 ,0.002984513
1683516154129115505.png,-0.41089287,10.067571,0.8867548,116.55063681341753,39.89884166612917,-0.029373892 ,-0.0016755161 ,0.016528267
1683516154203257172.png,-0.27378175,9.749476,0.7722162,116.55063681341753,39.89884166612917,-0.008342674 ,-0.09014626 ,-0.004171337
1683516154260923838.png,-0.6457353,10.092854,0.9637332,116.55063681341753,39.89884166612917,0.0024783674 ,0.11234684 ,-0.00842994
1683516154333850401.png,-0.3214934,10.125472,0.66703415,116.55063681341753,39.89884166612917,-0.0023736479 ,-0.0230558 ,-0.0021816615
1683516154400196755.png,-0.3087754,9.752742,0.6161717,116.55063681341753,39.89884166612917,0.0015184365 ,0.042324234 ,-0.0059515727
1683516154466730088.png,-0.06464344,10.04474,0.49737144,116.55063681341753,39.89884166612917,-0.0043458696 ,0.14290756 ,-0.005078908
1683516154531229567.png,-0.32183817,10.215752,0.45146024,116.55063681341753,39.89884166612917,0.013770647 ,0.046460666 ,-0.0016406095
1683516154606683734.png,-0.19033903,9.9794445,0.5208155,116.55063681341753,39.89884166612917,9.773844E-4 ,-0.036023594 ,0.0065798913
1683516154679370713.png,-0.49376097,9.805865,0.71016806,116.55063681341753,39.89884166612917,-0.0023561944 ,-0.07513642 ,0.006265732
1683516154757769151.png,-0.4494587,9.886913,0.7699465,116.55063681341753,39.89884166612917,-0.013334315 ,-0.102450825 ,0.012252212
1683516154840238421.png,-0.49174985,9.752025,0.46911028,116.55063681341753,39.89884166612917,-0.009930924 ,-0.14936528 ,-0.0057595866
1683516154912570192.png,-0.37213555,9.963317,0.72783726,116.55063681341753,39.89884166612917,0.016179202 ,0.0048694685 ,-0.029094638
1683516154983346234.png,-0.2011704,9.939126,0.5939056,116.55063681341753,39.89884166612917,-0.01966986 ,-0.017313667 ,-0.006265732
1683516155051158213.png,-0.3858687,9.874665,0.843506,116.55063681341753,39.89884166612917,-0.0030019663 ,0.087214105 ,-0.007173303
1683516155140551442.png,-0.24618138,10.308016,0.7064427,116.55063681341753,39.89884166612917,-0.002268928 ,0.051818825 ,-0.0010646508
1683516155222966546.png,-0.2321418,10.409874,0.6642952,116.55063681341753,39.89884166612917,-0.0032637657 ,0.028239427 ,0.0023387412
1683516155307727484.png,-0.26776752,9.792026,0.71426696,116.55063681341753,39.89884166612917,-9.773844E-4 ,-0.028379053 ,0.0050963615
1683516155370726442.png,-0.38405865,9.859859,0.79233706,116.55063681341753,39.89884166612917,0.001972222 ,-0.051138148 ,0.010140363
1683516155461280088.png,-0.14641021,9.631002,0.6533776,116.55063681341753,39.89884166612917,-0.010035643 ,-0.15083136 ,0.009110618
1683516155535581651.png,-0.22966139,9.59168,0.7957943,116.55063681341753,39.89884166612917,-0.026162485 ,-0.068364546 ,0.0028797933
1683516155607390505.png,-0.4421324,9.926955,0.8201481,116.55063681341753,39.89884166612917,-0.012042772 ,-0.036913715 ,-0.012845623
1683516155673916026.png,-0.36042312,9.975422,0.6475262,116.55063681341753,39.89884166612917,-0.013002703 ,-0.059445914 ,-0.0020594886
1683516155739618109.png,-0.4263307,10.243496,0.8423184,116.55063681341753,39.89884166612917,-0.0027750735 ,0.10924016 ,-0.013404129
1683516155817917067.png,-0.22167434,10.066584,0.5655487,116.55063681341753,39.89884166612917,-0.0024085543 ,-0.0076270886 ,-0.002268928
1683516155877857171.png,-0.45760855,9.986215,0.5872306,116.55063681341753,39.89884166612917,0.0034557518 ,0.08848819 ,-0.00413643
1683516155945064984.png,-0.39582857,10.18251,0.65976536,116.55063681341753,39.89884166612917,-2.6179937E-4 ,0.045046948 ,5.9341197E-4
1683516156011582171.png,-0.6004849,10.018814,0.5508292,116.55063681341753,39.89884166612917,0.0025830872 ,-0.03070034 ,0.003874631
1683516156085207171.png,-0.5193885,9.90486,0.6225499,116.55063681341753,39.89884166612917,-0.0027576203 ,-0.0090233525 ,0.0025481808
1683516156159185296.png,-0.22368547,9.685858,0.8478251,116.55063681341753,39.89884166612917,-0.007958702 ,-0.10150835 ,2.443461E-4
1683516156261169150.png,-0.39771518,9.702924,0.7713447,116.55063681341753,39.89884166612917,-0.006457718 ,0.056339227 ,-0.006073746
1683516156315459775.png,-0.42528683,9.9433775,0.6312456,116.55063681341753,39.89884166612917,-0.0034557518 ,0.10534807 ,-0.011955505
1683516156381786859.png,-0.3160729,9.906421,0.6125708,116.55063681341753,39.89884166612917,-0.0030543262 ,-0.0036128315 ,-0.0024783674
1683516156449537900.png,-0.5920669,10.002323,0.6104735,116.55063681341753,39.89884166612917,-0.001850049 ,0.019844394 ,-0.0013613568
1683516156549595713.png,-0.51366156,10.099202,0.60361654,116.55063681341753,39.89884166612917,0.0035953782 ,0.033807028 ,0.0015358897
1683516156599689463.png,-0.17424999,10.212429,0.6369151,116.55063681341753,39.89884166612917,6.1086525E-4 ,-0.011117747 ,0.0025830872
1683516156662459775.png,-0.30742505,9.62288,0.7609539,116.55063681341753,39.89884166612917,-9.0757123E-4 ,-0.090687305 ,0.0075398223
1683516156729834255.png,-0.62610286,9.55228,0.7680024,116.55063681341753,39.89884166612917,-0.003036873 ,-0.064175755 ,0.003036873
1683516156798948317.png,-0.15833335,9.963509,0.73273104,116.55063681341753,39.89884166612917,-0.0048171086 ,0.048589967 ,-0.007452556
1683516156863119671.png,-0.51485866,10.195143,0.74572676,116.55063681341753,39.89884166612917,-0.0038920841 ,-0.008115781 ,-0.0029146997
1683516156933110296.png,-0.35829705,10.141887,0.7087507,116.55063681341753,39.89884166612917,-0.0029670596 ,0.034679692 ,-0.0069987704
1683516156993839984.png,-0.54968953,10.046913,0.8943396,116.55063681341753,39.89884166612917,-0.004468043 ,-0.061767202 ,0.002443461
1683516157061347796.png,-0.29451552,9.937422,0.7807683,116.55063681341753,39.89884166612917,0.0 ,0.069359384 ,-0.0017627826
1683516157134270192.png,-0.2277173,9.904564,0.60864437,116.55063681341753,39.89884166612917,-0.0029146997 ,-0.030543262 ,0.003577925
1683516157213977484.png,-0.3330909,10.022818,0.61220694,116.55063681341753,39.89884166612917,9.424778E-4 ,0.018413223 ,9.5993106E-4
1683516157291946754.png,-0.32465374,10.193055,0.6763907,116.55063681341753,39.89884166612917,-0.009546951 ,0.0078016217 ,0.013316862
1683516157364329046.png,-0.31370744,10.000982,0.5669278,116.55063681341753,39.89884166612917,-6.1086525E-4 ,-0.05508259 ,0.006632251
1683516157446903525.png,-0.32424194,9.854659,0.84185874,116.55063681341753,39.89884166612917,0.0034906585 ,0.03811799 ,2.0943952E-4
1683516157529930088.png,-0.30400613,9.885401,0.73053795,116.55063681341753,39.89884166612917,-0.0043284167 ,-0.029775318 ,-0.002042035
1683516157600091025.png,-0.32142636,10.042862,0.7377589,116.55063681341753,39.89884166612917,-0.004782202 ,0.019076448 ,-0.008604473
1683516157660564984.png,-0.46530828,9.864791,0.8723034,116.55063681341753,39.89884166612917,-0.011100294 ,-0.019757127 ,-0.007941248
1683516157742351963.png,-0.3413078,10.045993,0.8571625,116.55063681341753,39.89884166612917,-0.011047934 ,0.035814155 ,-0.009773844
1683516157804297275.png,-0.26743233,9.936684,0.65845335,116.55063681341753,39.89884166612917,-0.008045968 ,0.04979424 ,0.0014137167
1683516157874700400.png,-0.11597513,9.977835,0.7735187,116.55063681341753,39.89884166612917,-0.003979351 ,0.0943525 ,0.0013788101
1683516157945593629.png,-0.3142725,10.150879,0.70704603,116.55063681341753,39.89884166612917,-0.0024609142 ,-0.030962141 ,0.007278023
1683516158011358733.png,-0.3959818,10.231333,0.78365093,116.55063681341753,39.89884166612917,0.002984513 ,-0.051015973 ,0.008726646
1683516158092401963.png,-0.39308003,9.936559,0.78005004,116.55063681341753,39.89884166612917,5.410521E-4 ,-0.04194026 ,0.0061959187
1683516158174438421.png,-0.3437882,9.804332,0.7546523,116.55063681341753,39.89884166612917,-0.0014660766 ,-0.015009832 ,0.0035604716
1683516158249911338.png,-0.25487712,9.821216,0.82286793,116.55063681341753,39.89884166612917,-0.0025481808 ,-0.020228365 ,5.5850536E-4
1683516158329487900.png,-0.33818576,9.909237,0.67620873,116.55063681341753,39.89884166612917,-0.0015009831 ,0.039776053 ,-0.0016580628
1683516158402537379.png,-0.3241749,9.79669,0.70567656,116.55063681341753,39.89884166612917,-0.0025830872 ,0.0038397242 ,-0.0029670596
1683516158482183213.png,-0.21861933,9.930717,0.6492213,116.55063681341753,39.89884166612917,-0.004223697 ,0.004660029 ,-7.5049157E-4
1683516158562992588.png,-0.26576596,10.0713625,0.5646389,116.55063681341753,39.89884166612917,-0.005305801 ,0.062273346 ,-1.7453292E-5
1683516158652522275.png,-0.37146518,9.939346,0.6672065,116.55063681341753,39.89884166612917,-6.981317E-5 ,-0.022706734 ,0.0073827426
1683516158722242067.png,-0.2628067,9.909878,0.77315474,116.55063681341753,39.89884166612917,9.250245E-4 ,0.0047647487 ,0.004171337
1683516158793368629.png,-0.27358064,9.924071,0.652487,116.55063681341753,39.89884166612917,-7.5049157E-4 ,-0.016441 ,0.0044854963
1683516158861214983.png,-0.35693714,9.910923,0.76418126,116.55063681341753,39.89884166612917,-0.004363323 ,-9.773844E-4 ,-0.0015009831
1683516158928466546.png,-0.19174682,9.833666,0.7720342,116.55063681341753,39.89884166612917,-0.009128072 ,-0.027611108 ,-0.0019024089
1683516159008709254.png,-0.46905282,9.581778,0.6409469,116.55063681341753,39.89884166612917,-0.009896017 ,-0.010314896 ,-0.0060039326
1683516159080109254.png,-0.3608924,9.944872,0.8349347,116.55063681341753,39.89884166612917,-0.010088003 ,0.08304276 ,-0.0066671576
1683516159145928004.png,-0.3476189,10.160303,0.73904216,116.55063681341753,39.89884166612917,-0.0076096356 ,-0.04152138 ,-0.002042035
1683516159213983212.png,-0.61410314,9.872127,0.8629756,116.55063681341753,39.89884166612917,-0.0035604716 ,-0.013543755 ,0.0010995574
1683516159282926962.png,-0.2815198,10.02549,0.7551216,116.55063681341753,39.89884166612917,-0.0031415927 ,-0.023561945 ,0.0012740904
1683516159360792067.png,-0.35024297,9.884309,0.8560803,116.55063681341753,39.89884166612917,-0.0024958209 ,0.03689626 ,-0.0027052604
1683516159420119150.png,-0.34156638,9.906325,0.7355945,116.55063681341753,39.89884166612917,-0.0030717794 ,-0.0016580628 ,-1.2217305E-4
1683516159490389983.png,-0.30896693,9.92636,0.75320625,116.55063681341753,39.89884166612917,-0.0060039326 ,-0.0649437 ,0.0017104227
1683516159564813942.png,-0.39590517,9.753278,0.8958145,116.55063681341753,39.89884166612917,-0.005375614 ,-0.012618731 ,-0.0029670596
1683516159634778525.png,-0.3454354,9.876447,0.776181,116.55063681341753,39.89884166612917,-0.0038920841 ,0.037088245 ,-0.0036477381
1683516159720464983.png,-0.2797864,9.859409,0.70078284,116.55063681341753,39.89884166612917,-0.0047647487 ,0.03408628 ,-0.00418879
1683516159783447796.png,-0.20512562,10.275558,0.7614519,116.55063681341753,39.89884166612917,-0.0033684855 ,0.040718533 ,-0.0034732053
1683516159848889983.png,-0.43765047,9.960235,0.8084357,116.55063681341753,39.89884166612917,-0.002391101 ,-0.08873254 ,0.0040317103
1683516159920346233.png,-0.29251397,9.967779,0.684531,116.55034718967657,39.898768674217074,1.3962634E-4 ,0.010925761 ,0.0021642083
1683516160004289983.png,-0.31902257,9.973276,0.74519044,116.55034718967657,39.898768674217074,-0.0024085543 ,0.040194932 ,-9.0757123E-4
1683516160080556129.png,-0.32547733,9.793587,0.6457449,116.55034718967657,39.898768674217074,-0.0031415927 ,-0.0076270886 ,2.7925268E-4
1683516160166637379.png,-0.3647614,9.812578,0.74638754,116.55034718967657,39.898768674217074,-0.0026703537 ,0.010716322 ,-7.853982E-4
1683516160229101441.png,-0.24810633,9.909381,0.82049286,116.55034718967657,39.898768674217074,-0.002268928 ,0.03630285 ,-9.0757123E-4
1683516160289013941.png,-0.27637705,9.948024,0.69518036,116.55034718967657,39.898768674217074,-0.003996804 ,-0.013753194 ,-6.457718E-4
1683516160369916546.png,-0.3419782,9.958145,0.6601197,116.55034718967657,39.898768674217074,-0.0030892328 ,-0.013927727 ,-4.5378561E-4
1683516160432628004.png,-0.24001393,10.002247,0.762467,116.55034718967657,39.898768674217074,-0.0020594886 ,0.008203047 ,-8.5521134E-4
1683516160495060816.png,-0.38748717,9.9776535,0.6412917,116.55034718967657,39.898768674217074,-2.0943952E-4 ,0.0037350047 ,0.0021467549
1683516160566717066.png,-0.48943228,9.970174,0.83325875,116.55034718967657,39.898768674217074,2.0943952E-4 ,-0.0056897732 ,0.003752458
1683516160630689983.png,-0.32567847,9.898914,0.70659596,116.55034718967657,39.898768674217074,-8.0285146E-4 ,-0.0010821042 ,5.061455E-4
1683516160700102483.png,-0.39213192,9.833112,0.8134635,116.55034718967657,39.898768674217074,-0.0047298423 ,-0.009686577 ,-4.712389E-4
1683516160763888941.png,-0.2831287,9.780209,0.7343591,116.55034718967657,39.898768674217074,-0.016877335 ,-0.024731316 ,0.0010995574
1683516160836801441.png,-0.33741003,9.928295,0.7298963,116.55034718967657,39.898768674217074,-0.008115781 ,0.05185373 ,-0.0033335788
1683516160900815504.png,-0.30117142,10.007649,0.7408617,116.55034718967657,39.898768674217074,-0.0035953782 ,0.015865043 ,-0.0039618975
1683516160966022275.png,-0.44829032,10.1116905,0.6297325,116.55034718967657,39.898768674217074,-0.0027750735 ,0.0041015237 ,-0.002268928
1683516161033525400.png,-0.35232112,10.07255,0.7295611,116.55005118641445,39.89870465180271,-0.0029496064 ,-0.025010569 ,4.0142573E-4
1683516161100992587.png,-0.34116414,10.074341,0.70277476,116.55005118641445,39.89870465180271,-0.0016929694 ,0.0027227136 ,6.283185E-4
1683516161169440504.png,-0.451805,9.945246,0.7102447,116.55005118641445,39.89870465180271,-0.002687807 ,-0.005602507 ,0.0016580628
1683516161235129566.png,-0.31006825,9.921707,0.7697071,116.55005118641445,39.89870465180271,-0.0016057029 ,0.0022863813 ,-9.0757123E-4
1683516161313196754.png,-0.39036977,9.851201,0.82481205,116.55005118641445,39.89870465180271,-0.0012217305 ,0.0015882496 ,0.0011170107
1683516161398469150.png,-0.3268181,9.838617,0.7924137,116.55005118641445,39.89870465180271,-0.003036873 ,-0.013334315 ,-3.8397242E-4
1683516161464838941.png,-0.3822295,9.863412,0.80390584,116.55005118641445,39.89870465180271,-0.0024085543 ,-0.0013264503 ,0.0
1683516161534768108.png,-0.2675281,9.990889,0.7501225,116.55005118641445,39.89870465180271,-0.0017278759 ,0.02766347 ,-0.001972222
1683516161613808212.png,-0.24794352,10.0401325,0.8229637,116.55005118641445,39.89870465180271,-0.0028274334 ,-0.0027750735 ,-4.1887903E-4
1683516161697221233.png,-0.39741832,10.014047,0.6517208,116.55005118641445,39.89870465180271,-0.002984513 ,-0.0010821042 ,2.443461E-4
1683516161756399358.png,-0.2016205,9.958221,0.8949717,116.55005118641445,39.89870465180271,3.4906585E-5 ,0.018762289 ,5.5850536E-4
1683516161819343629.png,-0.42221266,10.032442,0.6871454,116.55005118641445,39.89870465180271,-0.0016057029 ,0.0014137167 ,0.001256637
1683516161880394150.png,-0.123263076,9.869245,0.8410064,116.55005118641445,39.89870465180271,-0.0015184365 ,-0.02438225 ,0.001256637
1683516161941868108.png,-0.37409878,9.98113,0.74861896,116.55005118641445,39.89870465180271,-3.4906584E-4 ,0.04405211 ,1.7453292E-4
1683516162016906650.png,-0.2016684,9.886588,0.7781059,116.55005118641445,39.89870465180271,-0.0042586033 ,-0.04410447 ,7.330383E-4
1683516162080222275.png,-0.40121073,9.999384,0.6472389,116.55005118641445,39.89870465180271,-0.0034557518 ,0.018517943 ,-4.886922E-4
1683516162140167066.png,-0.17543751,9.561149,0.65564734,116.55005118641445,39.89870465180271,-0.004310963 ,-0.023858652 ,-5.9341197E-4
1683516162207961337.png,-0.5833999,9.923976,0.6557239,116.54980382101532,39.89862351107244,-0.0012217305 ,0.04405211 ,-9.5993106E-4
1683516162281079566.png,-0.23035093,10.005014,0.9205897,116.54980382101532,39.89862351107244,-0.003874631 ,-0.033213615 ,-1.7453292E-5
1683516162350471233.png,-0.36502954,10.005953,0.7476421,116.54980382101532,39.89862351107244,-0.0032114058 ,0.027174776 ,-0.0030194195
1683516162425153004.png,-0.27443296,10.000695,0.795689,116.54980382101532,39.89862351107244,-0.005969026 ,-0.075625114 ,0.0034557518
1683516162491357691.png,-0.35628593,9.886319,0.7100915,116.54980382101532,39.89862351107244,0.0023387412 ,0.07492699 ,-4.886922E-4
1683516162566373316.png,-0.33471897,9.9581175,0.72864175,116.54980382101532,39.89862351107244,5.061455E-4 ,0.06316347 ,6.981317E-5
1683516162631814983.png,-0.21478862,9.913939,0.70397186,116.54980382101532,39.89862351107244,-0.0027750735 ,0.014940019 ,-4.0142573E-4
1683516162702912899.png,-0.35272336,9.841949,0.8214601,116.54980382101532,39.89862351107244,-0.002984513 ,-0.002687807 ,-1.9198621E-4
1683516162769783733.png,-0.28598258,9.949679,0.77827835,116.54980382101532,39.89862351107244,-0.0034382986 ,-0.002635447 ,-4.712389E-4
1683516162840662379.png,-0.35255098,9.957515,0.7634151,116.54980382101532,39.89862351107244,-0.0048171086 ,-0.018483037 ,-0.0013613568
1683516162899751441.png,-0.36057633,10.085106,0.7348762,116.54980382101532,39.89862351107244,-0.0038048178 ,0.015969763 ,-0.0017802358
1683516162971436858.png,-0.3850355,9.972176,0.7756926,116.54980382101532,39.89862351107244,-0.004886922 ,-0.03748967 ,0.0010995574
1683516163040705608.png,-0.30359435,9.860519,0.6668905,116.54980382101532,39.89862351107244,-0.003281219 ,0.05211553 ,-0.006318092
1683516163112978004.png,-0.39502412,9.941674,0.7875966,116.54980382101532,39.89862351107244,-0.004415683 ,-0.049637165 ,8.901179E-4
1683516163182394670.png,-0.58977807,10.076668,0.86494845,116.54952473392926,39.898512808902595,-0.00418879 ,0.0032637657 ,-5.7595863E-4
1683516163252184774.png,-0.43238324,9.8700485,0.8127357,116.54952473392926,39.898512808902595,-0.0045204028 ,-0.016632987 ,-4.886922E-4
1683516163330633212.png,-0.43930727,9.974934,0.68251026,116.54952473392926,39.898512808902595,-0.0051487214 ,-0.011658799 ,-0.0031939526
1683516163396697274.png,-0.27238354,9.769903,0.71026385,116.54952473392926,39.898512808902595,-0.0058817593 ,-0.0030543262 ,-0.0046774824
1683516163460727483.png,-0.33093613,9.961776,0.64427006,116.54952473392926,39.898512808902595,-0.0036826448 ,0.038013272 ,-0.005654867
1683516163530230608.png,-0.32172322,9.915135,0.7723216,116.54952473392926,39.898512808902595,-0.009721484 ,-0.043074727 ,-0.003036873
1683516163600210295.png,-0.3690901,10.040218,0.7538096,116.54952473392926,39.898512808902595,-0.006876597 ,-0.0052185343 ,-0.005410521
1683516163674225399.png,-0.25349808,10.047306,0.7078313,116.54952473392926,39.898512808902595,-0.006684611 ,0.010349803 ,-0.0075398223
1683516163729483733.png,-0.30582574,9.937689,0.64905846,116.54952473392926,39.898512808902595,-0.00726057 ,-0.010140363 ,-0.0046251225
1683516163800450399.png,-0.24816379,9.871561,0.73021233,116.54952473392926,39.898512808902595,-0.008621926 ,-0.062308256 ,-0.0032114058
1683516163874960816.png,-0.25768313,9.849966,0.7186148,116.54952473392926,39.898512808902595,-0.0055676005 ,0.04574508 ,-0.010053096
1683516163930117587.png,-0.36960727,10.047392,0.793697,116.54952473392926,39.898512808902595,-0.008674286 ,-0.03551745 ,-0.005986479
1683516163993611858.png,-0.30010837,9.809237,0.68849576,116.54952473392926,39.898512808902595,-0.010000736 ,-0.026197392 ,-0.0066147977
1683516164058763941.png,-0.22215317,9.905387,0.791207,116.54952473392926,39.898512808902595,-0.010838495 ,0.014748032 ,-0.011239921
1683516164133827483.png,-0.13243766,9.931895,0.6393284,116.54952473392926,39.898512808902595,-0.013613568 ,0.032463122 ,-0.014643312
1683516164204597274.png,-0.30610347,9.938484,0.7560697,116.54929401801307,39.898446526010794,-0.010768682 ,0.01155408 ,-0.012601277
1683516164274896233.png,-0.17450857,9.991166,0.8108778,116.54929401801307,39.898446526010794,-0.013997541 ,-0.031782445 ,-0.010245083
1683516164332913420.png,-0.28151023,9.952342,0.7018554,116.54929401801307,39.898446526010794,-0.011868238 ,0.002687807 ,-0.011536626
1683516164401529566.png,-0.34922782,9.917923,0.7294462,116.54929401801307,39.898446526010794,-0.012653637 ,-0.0043458696 ,-0.011746066
1683516164481842066.png,-0.21979728,10.0205,0.64825404,116.54929401801307,39.898446526010794,-0.011868238 ,0.020350538 ,-0.01425934
1683516164540349357.png,-0.25834394,9.947161,0.8459002,116.54929401801307,39.898446526010794,-0.013299409 ,-0.02432989 ,-0.011135201
1683516164612079566.png,-0.3055959,9.964409,0.75307214,116.54929401801307,39.898446526010794,-0.015481071 ,-0.06538004 ,-0.008063421
1683516164683369149.png,-0.27036282,9.985909,0.75369465,116.54929401801307,39.898446526010794,-0.012287118 ,-0.022671826 ,-0.010210176
1683516164752820712.png,-0.20778798,9.8480215,0.6429772,116.54929401801307,39.898446526010794,-0.012269665 ,-0.010122909 ,-0.013351769
1683516164820967587.png,-0.3370557,10.080835,0.7248876,116.54929401801307,39.898446526010794,-0.010262536 ,0.036285397 ,-0.01574287
1683516164890858732.png,-0.21226034,9.853559,0.77106696,116.54929401801307,39.898446526010794,-0.014067354 ,-0.019966567 ,-0.014538593
1683516164964358212.png,-0.3376303,10.007495,0.6619776,116.54929401801307,39.898446526010794,-0.012199852 ,0.008011062 ,-0.014556046
1683516165036928524.png,-0.36297053,9.85079,0.81432545,116.54929401801307,39.898446526010794,-0.014084807 ,-0.07126179 ,-0.009756391
1683516165102488420.png,-0.16005717,9.923096,0.5970852,116.54929401801307,39.898446526010794,-0.011780973 ,-0.032724924 ,-0.012025318
1683516165213605607.png,-0.38202837,9.856056,0.6574286,116.54905905399244,39.898395812583466,-0.009878564 ,0.020333085 ,-0.014241886
1683516165244643107.png,-0.29042622,9.919895,0.6621787,116.54905905399244,39.898395812583466,-0.014713125 ,-0.05787512 ,-0.011641346
1683516165312838941.png,-0.34284967,10.016497,0.83565295,116.54905905399244,39.898395812583466,-0.009424778 ,0.007173303 ,-0.011763519
1683516165380498316.png,-0.18566555,9.986006,0.7454299,116.54905905399244,39.898395812583466,-0.0113620935 ,-0.019128809 ,-0.013910274
1683516165447818628.png,-0.25019407,10.092748,0.7359584,116.54905905399244,39.898395812583466,-0.008412487 ,0.035325464 ,-0.015376351
